,VEHV:Iseg/can0/crate00/ma06/ch00.Actual.IMeas,VEHV:Iseg/can0/crate00/ma06/ch01.Actual.IMeas,VEHV:Iseg/can0/crate00/ma06/ch02.Actual.IMeas,VEHV:Iseg/can0/crate00/ma06/ch03.Actual.IMeas,VEHV:Iseg/can0/crate00/ma06/ch04.Actual.IMeas,VEHV:Iseg/can0/crate00/ma06/ch05.Actual.IMeas,VEHV:Iseg/can0/crate00/ma06/ch06.Actual.IMeas,VEHV:Iseg/can0/crate00/ma06/ch07.Actual.IMeas,VEHV:Iseg/can0/crate00/ma07/ch00.Actual.IMeas,VEHV:Iseg/can0/crate00/ma07/ch01.Actual.IMeas,VEHV:Iseg/can0/crate00/ma07/ch02.Actual.IMeas,VEHV:Iseg/can0/crate00/ma07/ch03.Actual.IMeas,VEHV:Iseg/can0/crate00/ma07/ch04.Actual.IMeas,VEHV:Iseg/can0/crate00/ma07/ch05.Actual.IMeas,VEHV:Iseg/can0/crate00/ma07/ch06.Actual.IMeas,VEHV:Iseg/can0/crate00/ma07/ch07.Actual.IMeas,
,VEHV:Iseg/can0/crate00/ma06/ch00.Actual.IMeas,VEHV:Iseg/can0/crate00/ma06/ch01.Actual.IMeas,VEHV:Iseg/can0/crate00/ma06/ch02.Actual.IMeas,VEHV:Iseg/can0/crate00/ma06/ch03.Actual.IMeas,VEHV:Iseg/can0/crate00/ma06/ch04.Actual.IMeas,VEHV:Iseg/can0/crate00/ma06/ch05.Actual.IMeas,VEHV:Iseg/can0/crate00/ma06/ch06.Actual.IMeas,VEHV:Iseg/can0/crate00/ma06/ch07.Actual.IMeas,VEHV:Iseg/can0/crate00/ma07/ch00.Actual.IMeas,VEHV:Iseg/can0/crate00/ma07/ch01.Actual.IMeas,VEHV:Iseg/can0/crate00/ma07/ch02.Actual.IMeas,VEHV:Iseg/can0/crate00/ma07/ch03.Actual.IMeas,VEHV:Iseg/can0/crate00/ma07/ch04.Actual.IMeas,VEHV:Iseg/can0/crate00/ma07/ch05.Actual.IMeas,VEHV:Iseg/can0/crate00/ma07/ch06.Actual.IMeas,VEHV:Iseg/can0/crate00/ma07/ch07.Actual.IMeas,
2013/02/21 08:24:07.000,,,,,,,,,,,,,0.0075300000607967,,0.005559999961406,0.0074800001457334,
2013/02/21 08:24:09.000,,,,,,,,,,,,0.0071000000461936,,,0.0055800001136959,,
2013/02/21 08:24:11.000,,,,,,,,,,,,,0.0075099999085069,,,,
2013/02/21 08:24:14.000,,,,,,,,,,,,,,0.0064599998295307,0.005559999961406,,
2013/02/21 08:24:15.000,,,,,,,,,,,0.0074599999934435,0.0071200001984835,,,0.0055800001136959,,
2013/02/21 08:24:17.000,,,,,,,,,0.0071899998001754,0.0084699997678399,,0.007149999961257,,0.0064799999818206,,,
2013/02/21 08:24:19.000,,,,,,,,,,0.0084899999201298,0.0074800001457334,0.0071299998089671,0.0074900002218783,,,,
2013/02/21 08:24:21.000,,,,,,,,,,,,0.0071100001223385,,,,,
2013/02/21 08:24:24.000,,,,,,,,,,,0.0074499999172986,0.007149999961257,0.0075099999085069,,,0.0074999998323619,
2013/02/21 08:24:27.000,,,,,,,,,,,,0.0071200001984835,0.0075300000607967,0.0064599998295307,,0.0074800001457334,
2013/02/21 08:24:29.000,,,,,,,,,,,,,0.0074999998323619,,0.005559999961406,,
2013/02/21 08:24:31.000,,,,,,,,,,,,0.0070799998939037,,,0.0055800001136959,,
2013/02/21 08:24:34.000,,,,,,,,,0.0072099999524653,,0.0074800001457334,0.0071200001984835,,,,0.0074599999934435,
2013/02/21 08:24:35.000,,,,,,,,,,,0.0074499999172986,,,,,,
2013/02/21 08:24:37.000,,,,,,,,,,,,0.0071000000461936,,,0.0055999998003244,0.0074800001457334,
2013/02/21 08:24:39.000,,,,,,,,,,,,0.0070799998939037,0.0074800001457334,,0.0055800001136959,0.0074599999934435,
2013/02/21 08:24:44.000,,,,,,,,,,,,0.0071100001223385,,,,0.00743000023067,
2013/02/21 08:24:47.000,,,,,,,,,,,,0.0070699998177588,0.0075099999085069,,,0.0074599999934435,
2013/02/21 08:24:49.000,,,,,,,,,,,,0.0070899999700487,0.0074900002218783,,0.0055999998003244,,
2013/02/21 08:24:51.000,,,,,,,,,,0.0084699997678399,,,0.0075199999846518,,0.0055800001136959,,
2013/02/21 08:24:55.000,,,,,,,,,,0.0084899999201298,,0.0070699998177588,,,,,
2013/02/21 08:24:57.000,,,,,,,,,,,,,0.0074999998323619,,,,
2013/02/21 08:24:59.000,,,,,,,,,,,,,0.0075300000607967,,,,
2013/02/21 08:25:02.000,,,,,,,,,,,,,0.0074999998323619,,,,
2013/02/21 08:25:04.000,,,,,,,,,,,,0.0071000000461936,,,,0.0074800001457334,
2013/02/21 08:25:06.000,,,,,,,,,,,,0.0070699998177588,0.0075300000607967,,,,
2013/02/21 08:25:08.000,,,,,,,,,,0.0084699997678399,,0.0070899999700487,0.0074900002218783,,,0.0074599999934435,
2013/02/21 08:25:10.000,,,,,,,,,,0.0084899999201298,,,,,,,
2013/02/21 08:25:12.000,,,,,,,,,,,0.00743000023067,0.0070600002072751,,,,,
2013/02/21 08:25:14.000,,,,,,,,,,,,0.0070799998939037,,,,,
2013/02/21 08:25:16.000,,,,,,,,,,,,0.0071100001223385,,,,,
2013/02/21 08:25:18.000,,,,,,,,,0.0071800001896918,,,0.0070899999700487,0.0074599999934435,,,,
2013/02/21 08:25:20.000,,,,,,,,,,,,0.0070699998177588,0.0074800001457334,,,0.00743000023067,
2013/02/21 08:25:22.000,,,,,,,,,,,0.0074499999172986,0.0071000000461936,0.0074499999172986,,,0.0074499999172986,
2013/02/21 08:25:24.000,,,,,,,,,0.0071999998763204,,0.00743000023067,,,,,,
2013/02/21 08:25:26.000,,,,,,,,,,,0.0074499999172986,0.0070600002072751,0.0074900002218783,,,0.0074700000695884,
2013/02/21 08:25:28.000,,,,,,,,,,,,0.0070799998939037,0.0074700000695884,0.0064799999818206,,0.0074499999172986,
2013/02/21 08:25:30.000,,,,,,,,,,,,0.0071299998089671,0.0074499999172986,0.0064400001429021,,,
2013/02/21 08:25:32.000,,,,,,,,,,0.0084699997678399,,0.0071000000461936,,,0.005559999961406,,
2013/02/21 08:25:34.000,,,,,,,,,,,0.0074700000695884,0.0071200001984835,,0.0064799999818206,,,
2013/02/21 08:25:36.000,,,,,,,,,,,0.0074499999172986,0.0070799998939037,,0.0071899998001754,,0.00743000023067,
2013/02/21 08:25:38.000,,,,,,,,,,,0.00743000023067,,0.0074700000695884,0.0067599997855723,,0.0074499999172986,
2013/02/21 08:25:40.000,,,,,,,,,,,,,0.0074900002218783,0.0063399998471141,,,
2013/02/21 08:25:42.000,,,,,,,,,,,0.0074499999172986,,,0.0063800001516938,,0.0074700000695884,
2013/02/21 08:25:44.000,,,,,,,,,,0.0084899999201298,,0.0070600002072751,,,,0.0074499999172986,
2013/02/21 08:25:46.000,,,,,,,,,,,0.0074700000695884,0.0071100001223385,0.0075199999846518,0.0064099999144673,,,
2013/02/21 08:25:48.000,,,,,,,,,,,,0.0070699998177588,0.0074800001457334,0.0067599997855723,,,
2013/02/21 08:25:50.000,0.009879999794066,,,,,,,,,,,,,0.0063900002278388,,0.00743000023067,
2013/02/21 08:25:52.000,0.0098599996417761,,,,,,,,,,,0.0070899999700487,,0.0064099999144673,,0.0074499999172986,
2013/02/21 08:25:54.000,,,,,,,,,,,0.0074399998411536,,0.0075099999085069,0.0064300000667572,,,
2013/02/21 08:25:56.000,,,,,,,,,,,0.0074700000695884,0.0070699998177588,,,,,
2013/02/21 08:25:58.000,,,,,,,,,,0.0084699997678399,,0.0070899999700487,0.0074800001457334,,0.0055800001136959,0.0074700000695884,
2013/02/21 08:26:00.000,,,,,,,,,,,0.0074499999172986,0.0070500001311302,,,,,
2013/02/21 08:26:02.000,,,,,,,,,,0.008500000461936,0.0074700000695884,0.0070799998939037,,0.0064099999144673,,0.0074499999172986,
2013/02/21 08:26:04.000,,,0.0089900000020862,,,,,,,0.0084800003096461,,,0.0075199999846518,0.0062199998646975,,,
2013/02/21 08:26:06.000,,,,,,,,,,,,,0.0074999998323619,0.0061099999584258,0.005559999961406,0.00743000023067,
2013/02/21 08:26:08.000,,,,,,,,,,,,,0.0075199999846518,0.006349999923259,0.0055800001136959,,
2013/02/21 08:26:10.000,,,,,,,,,,,0.0074499999172986,0.0071000000461936,,0.0054399999789894,,0.0074599999934435,
2013/02/21 08:26:12.000,,,,,0.0062899999320507,,,,,0.0084600001573563,,,0.0074900002218783,0.0058100000023842,,,
2013/02/21 08:26:14.000,,,,,,,,,,,0.00743000023067,0.0070799998939037,0.0074700000695884,0.0063900002278388,0.005559999961406,,
2013/02/21 08:26:16.000,,,,,,0.0085899997502565,,,,,0.0074499999172986,0.0071000000461936,,0.0064900000579655,,,
2013/02/21 08:26:18.000,,,,,,,,,,,,,,0.0054299999028444,,0.0074399998411536,
2013/02/21 08:26:20.000,,,,,,,,,,,,0.0071200001984835,0.0074900002218783,0.0064199999906123,,,
2013/02/21 08:26:22.000,0.0098400004208088,,,,0.0063100000843406,,,,,,,0.0070699998177588,,0.0064400001429021,,,
2013/02/21 08:26:24.000,,0.0087999999523163,,,,,,,,,0.007420000154525,,,0.0064599998295307,,,
2013/02/21 08:26:26.000,,,,,,,,,,,,,,0.0065500000491738,,,
