,VEHV:Iseg/can0/crate00/ma10/ch00.Actual.IMeas,VEHV:Iseg/can0/crate00/ma10/ch01.Actual.IMeas,VEHV:Iseg/can0/crate00/ma10/ch02.Actual.IMeas,VEHV:Iseg/can0/crate00/ma10/ch03.Actual.IMeas,VEHV:Iseg/can0/crate00/ma10/ch04.Actual.IMeas,VEHV:Iseg/can0/crate00/ma10/ch05.Actual.IMeas,VEHV:Iseg/can0/crate00/ma10/ch06.Actual.IMeas,VEHV:Iseg/can0/crate00/ma10/ch07.Actual.IMeas,VEHV:Iseg/can0/crate00/ma11/ch00.Actual.IMeas,VEHV:Iseg/can0/crate00/ma11/ch01.Actual.IMeas,VEHV:Iseg/can0/crate00/ma11/ch02.Actual.IMeas,VEHV:Iseg/can0/crate00/ma11/ch03.Actual.IMeas,VEHV:Iseg/can0/crate00/ma11/ch04.Actual.IMeas,VEHV:Iseg/can0/crate00/ma11/ch05.Actual.IMeas,VEHV:Iseg/can0/crate00/ma11/ch06.Actual.IMeas,VEHV:Iseg/can0/crate00/ma11/ch07.Actual.IMeas,
,VEHV:Iseg/can0/crate00/ma10/ch00.Actual.IMeas,VEHV:Iseg/can0/crate00/ma10/ch01.Actual.IMeas,VEHV:Iseg/can0/crate00/ma10/ch02.Actual.IMeas,VEHV:Iseg/can0/crate00/ma10/ch03.Actual.IMeas,VEHV:Iseg/can0/crate00/ma10/ch04.Actual.IMeas,VEHV:Iseg/can0/crate00/ma10/ch05.Actual.IMeas,VEHV:Iseg/can0/crate00/ma10/ch06.Actual.IMeas,VEHV:Iseg/can0/crate00/ma10/ch07.Actual.IMeas,VEHV:Iseg/can0/crate00/ma11/ch00.Actual.IMeas,VEHV:Iseg/can0/crate00/ma11/ch01.Actual.IMeas,VEHV:Iseg/can0/crate00/ma11/ch02.Actual.IMeas,VEHV:Iseg/can0/crate00/ma11/ch03.Actual.IMeas,VEHV:Iseg/can0/crate00/ma11/ch04.Actual.IMeas,VEHV:Iseg/can0/crate00/ma11/ch05.Actual.IMeas,VEHV:Iseg/can0/crate00/ma11/ch06.Actual.IMeas,VEHV:Iseg/can0/crate00/ma11/ch07.Actual.IMeas,
2013/02/21 08:17:34.000,,,,,,,0.0025700000114739,,0.0039800000376999,0.0044499998912215,0.0046500000171363,0.0053599998354912,,,,,
2013/02/21 08:17:36.000,0.0058499998413026,0.0054700002074242,0.0065600001253188,0.0063299997709691,0.0056900000199676,0.0054899998940527,0.0053599998354912,0.0055100000463426,0.0046100001782179,0.0049000000581145,0.0051500000990927,0.0062299999408424,,,,,
2013/02/21 08:17:38.000,0.0067300000227988,0.005840000230819,0.0068999999202788,0.006699999794364,0.0060899998061359,0.0053699999116361,0.0055399998091161,0.005830000154674,0.0045799999497831,0.0050599998794496,,0.0062600001692772,,,,,
2013/02/21 08:17:40.000,,0.0062600001692772,0.007139999885112,0.0068600000813603,0.0062500000931323,0.0056699998676777,0.005559999961406,0.0059299999848008,0.0047200000844896,0.0049200002104044,,0.0063100000843406,,,,,
2013/02/21 08:17:42.000,0.0069099999964237,0.0066499998793006,0.0072300001047552,0.0071100001223385,0.0062799998559058,0.0055999998003244,0.0056199999526143,0.0059899999760091,0.0048000002279878,0.0050699999555945,0.0052600000053644,0.0062500000931323,,,,,
2013/02/21 08:17:44.000,0.0068299998529255,0.0068999999202788,0.0073099997825921,0.0070000002160668,0.0062500000931323,0.0058699999935925,0.0059500001370907,0.005840000230819,0.0048600002191961,0.0049999998882413,0.0050900001078844,0.0064500002190471,,,,,
2013/02/21 08:17:46.000,0.0068500000052154,0.0071600000374019,0.0072499997913837,0.0069200000725687,0.0063200001604855,0.0057700001634657,0.0062600001692772,0.0059299999848008,0.0050699999555945,0.0049200002104044,0.0053199999965727,0.006529999896884,,,,,
2013/02/21 08:17:48.000,0.0070600002072751,0.0077499998733401,0.0070899999700487,0.0069900001399219,0.0064099999144673,0.0056199999526143,0.0065700002014637,0.0060299998149276,0.0048799999058247,0.0052299997769296,0.0052000000141561,0.0064199999906123,,,,,
2013/02/21 08:17:50.000,,0.0082700001075864,0.0072900000959635,0.0071999998763204,0.006349999923259,0.0058200000785291,0.006969999987632,0.0061699999496341,0.0050099999643862,0.005390000063926,0.0054199998266995,0.006519999820739,,,,,
